IB_godslayer_bloodline_desc;[This.GetFirstNameWithNick] stopped return of the Great Old One and saved the world...For now;;;;;;;;;;;;;x
IB_arthur_bloodline;Arthurian Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_arthur_bloodline_desc;[This.GetFirstNameWithNick] is an outstanding Celtic leader who defended Britannia against invader Norse pagans and formed Empire of Britannia.;;;;;;;;;;;;;x
IB_triology_bloodline;Triad Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_triology_bloodline_desc;[This.GetFirstNameWithNick] is an excellent raider and one of the best Nordic leader ever seen. [This.GetSheHe] managed to imprison and sacrifice Pope, Ecumenical Patriarch and The Caliph in the one blot.;;;;;;;;;;;;;x
IB_triology_uncut_bloodline;Triad Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_triology_uncut_bloodline_desc;[This.GetFirstNameWithNick] is an excellent raider and one of the best Nordic leader ever seen. [This.GetSheHe] managed to imprison and sacrifice Pope, Ecumenical Patriarch and The Caliph in blots.;;;;;;;;;;;;;x
IB_sevenly_bloodline;Sevenly Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_sevenly_bloodline_desc;[This.GetFirstNameWithNick] is the seventh son of a seventh son.It is said seventh son of a seventh son will be a gifted healer and have super powers. As for whether they are true only time will tell.;;;;;;;;;;;;;x
IB_hannibal_bloodline;Lecter Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_hannibal_bloodline_desc;[This.GetFirstNameWithNick] was taught that eating human meat is wrong and horrible. But one time, long ago, [This.GetFirstName] tried it... and [This.GetFirstName] liked it and continued to eat human meat.;;;;;;;;;;;;;x
IB_charismatic_bloodline;Charismatic Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_charismatic_bloodline_desc;[This.GetFirstNameWithNick] is known as a kind and friendly Lord, whom everyone in the realm loves. He doesn't have any enemy and nobody would wish him anything bad.;;;;;;;;;;;;;x
IB_shield_bloodline;Shield of West [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_shield_bloodline_desc;Invasion of Aztecs seemed almost unstoppable. Enemies were many in number and ferocious fighters. However during such a time [This.GetFirstNameWithNick] rose to fight against the Aztecs and managed to beat them and completely stop their invasion.;;;;;;;;;;;;;x
IB_mansa_bloodline;Midas Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_mansa_bloodline_desc;[This.GetFirstNameWithNick] is so rich it is said whereever [Root.GetSheHe] goes trade flourishes. [Root.GetSheHe] is said to be able to control the price of gold and many commodities singlehandedly.;;;;;;;;;;;;;x
IB_reformist_godking_bloodline;Divine Blood of [Root.Religion.GetHighGodName];;;;;;;;;;;;;x
IB_reformist_godking_bloodline_desc;[This.GetFirstNameWithNick] reformed [Root.Religion.GetName] faith into a religion where [Root.GetSheHe] is considered divine.People of [This.Religion.GetName] will worship [This.GetHerHim] as a god and it will greatly strengthen [Root.GetHerHis] power over the faithful.;;;;;;;;;;;;;x
IB_crusade_repelled_bloodline;Defender of [Root.Religion.GetName];;;;;;;;;;;;;x
IB_crusade_repelled_bloodline_desc;[This.GetFirstNameWithNick] was the most influential ruler in stopping Christian Crusade and earned the title Defender of [Root.Religion.GetName].;;;;;;;;;;;;;x
IB_dueldeath_bloodline;Death Repeller Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_dueldeath_bloodline_desc;[This.GetFirstNameWithNick] duelled with Death when it came knocking and managed to repel Death and extend [Root.GetHerHis] life.;;;;;;;;;;;;;x
IB_drunkchess_bloodline;Drunk Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_drunkchess_bloodline_desc;[This.GetFirstNameWithNick] is a big drinker and managed to out drink Death while playing chess with it in a game for [Root.GetHerHis] life.;;;;;;;;;;;;;x
IB_sacrificechess_bloodline;Selfish Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_sacrificechess_bloodline_desc;[This.GetFirstNameWithNick] values [Root.GetHerHis] life above all. When playing a game of chess with Death for [Root.GetHerHis], [This.GetFirstNameWithNick] sacrificed a loved to increase [Root.GetHerHis] chances of surviving.;;;;;;;;;;;;;x
IB_grandmaster_bloodline;Grand Master [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_grandmaster_bloodline_desc;[This.GetFirstNameWithNick] is a great strategizer.[Root.GetSheHe] managed to beat Death in a game of chess without any tricks.;;;;;;;;;;;;;x
IB_femmefatale_bloodline;Mata Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_femmefatale_bloodline_desc;[This.GetFirstNameWithNick] is a perfect spy with enough charm and skill to seduce even Death itself and wits to outplay Death in a chess game.;;;;;;;;;;;;;x
IB_bond_bloodline;Bond Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_bond_bloodline_desc;[This.GetFirstNameWithNick] is a perfect spy with enough charm and skill to seduce even Death itself and wits to outplay Death in a chess game.;;;;;;;;;;;;;x
IB_intmaster_bloodline;International Master [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_intmaster_bloodline_desc;[This.GetFirstNameWithNick] is a great chess player strong enough to beat most chess players including Death.;;;;;;;;;;;;;x
IB_intimidatedeath_bloodline;Intimidator Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_intimidatedeath_bloodline_desc;[This.GetFirstNameWithNick] is a ruler known for [This.GetHerHis] ruthlessnes and cruelty that strike fear into all [This.GetHerHis] enemies.[Root.GetSheHe] even managed to intimidate Death in a cchess game for [This.GetHerHis] life.;;;;;;;;;;;;;x
IB_genchess_bloodline;Tenacious Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_genchess_bloodline_desc;[This.GetFirstNameWithNick] managed to beat Death in a game of chess for [This.GetHerHis] life.;;;;;;;;;;;;;x
IB_artofwar_bloodline;Art of War Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_artofwar_bloodline_desc;If you know the enemy and know yourself, you need not fear the result of a hundred battles.[This.GetFirstNameWithNick] is a legendary general who claimed victory against a nation much more powerful than [Root.GetHerHis] own nation.;;;;;;;;;;;;;x
IB_valkyrie_bloodline;Valkyrie [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_valkyrie_bloodline_desc;[This.GetFirstNameWithNick] is a fearsome warrior with countless victories in wars and duels.Many believe her to be a valkyrie descended on Earth from Valhalla.;;;;;;;;;;;;;x
IB_cynane_bloodline;Blood of Cynane [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_cynane_bloodline_desc;Cynane, the daughter of Philip was famous for her military knowledge: she conducted armies, and in the field charged at the head of them. In an engagement with the Illyrians, she with her own hand slew Caeria their queen; and with great slaughter defeated the Illyrian army.;;;;;;;;;;;;;x
IB_amazon_bloodline;Amazon [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_amazon_bloodline_desc;Famed by her prowess in battlefield and duel arena people liken [This.GetFirstNameWithNick] to great female warriors of Amazons.;;;;;;;;;;;;;x
IB_khawlah_bloodline;Blood of Khawlah [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_khawlah_bloodline_desc;Khawlah bint al-Azwar was a Muslim warrior and later a military leader. She has been described as one of the greatest female military leaders in history and was once compared with Khalid Bin Walid by the opponents in the battlefield.;;;;;;;;;;;;;x
IB_doramilaje_bloodline;Dora Milaje [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_doramilaje_bloodline_desc;Historically Dora Milaje are the personal bodyguards of the Black Panther and potential wifes for him.They are one of the greatest female warriors in the world.;;;;;;;;;;;;;x
IB_artemisia_bloodline;Blood of Artemisia [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_artemisia_bloodline_desc;Artemisia I of Caria was a queen of the ancient Greek city-state of Halicarnassus and of the nearby islands of Kos, Nisyros and Kalymnos, within the Achaemenid satrapy of Caria.She fought as an ally of Xerxes I, King of Persia against the independent Greek city states during the second Persian invasion of Greece. She personally commanded her contribution of five ships at the naval battle of Artemisium and in the naval Battle of Salamis.;;;;;;;;;;;;;x
IB_boudicca_bloodline;Blood of Boudicca [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_boudicca_bloodline_desc;Boudicca was a queen of the British Celtic Iceni tribe who led an uprising against the occupying forces of the Roman Empire. Although her rebellion failed, she is considered a British folk hero.;;;;;;;;;;;;;x
IB_zenobia_bloodline;Blood of Zenoibia [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_zenobia_bloodline_desc;Zenoibia was a third century queen of the Palmyrene Empire in Syria.Zenobia was a cultured monarch and fostered an intellectual environment in her court, which was open to scholars and philosophers.In reaction to the campaign of the Roman emperor Aurelian in 272, Zenobia declared her son emperor and assumed the title of empress (declaring Palmyra's secession from Rome). The Romans were victorious after heavy fighting; the queen was besieged in her capital and captured by Aurelian, who exiled her to Rome where she spent the remainder of her life.;;;;;;;;;;;;;x
IB_jeannedarc_bloodline;Blood of Jeanne d'Arc [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_jeannedarc_bloodline_desc;Jeanne d'Arc claimed to have received visions of the archangel Michael, Saint Margaret, and Saint Catherine of Alexandria instructing her to support Charles VII and recover France from English domination late in the Hundred Years' War.After she was captured by Burgundian faction, she was put on trial by the pro-English bishop and burned at the stake on 30 May 1431, dying at about nineteen years of age. Later the trial against her was reexamined by an inquisitorial court authorized by Pope Callixtus III and charges against her was dropped and she was declared a martyr. In 1920 she got canonized as a Roman Catholic saint ;;;;;;;;;;;;;x
IB_fuhao_bloodline;Blood of FuHao [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_fuhao_bloodline_desc;Fu Hao was one of the many wives of King Wu Ding of the Shang dynasty and also served as a military general and high priestess.;;;;;;;;;;;;;x
IB_tomyris_bloodline;Blood of Tomyris [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_tomyris_bloodline_desc;Tomyris was a Massagetean ruler who reigned over the Massagetae. Tomyris led her armies to defend against an attack by Cyrus the Great of the Achaemenid Empire, and, according to Herodotus, defeated and killed him in 530 BC.;;;;;;;;;;;;;x
IB_khutulun_bloodline;Blood of Khutulun [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_khutulun_bloodline_desc;Khutulun was a Mongol noblewoman and wrestler. The most famous daughter of Kaidu, a cousin of Kublai Khan, her father was most pleased by her abilities, and she accompanied him on military campaigns.;;;;;;;;;;;;;x
IB_genfemwar_bloodline;Warrior Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_genfemwar_bloodline_desc;[This.GetFirstNameWithNick][This.GetFirstNameWithNick] is a fearsome warrior with countless victories in wars and duels.;;;;;;;;;;;;;x
IB_hannibalbarca_bloodline;Hannibal Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_hannibalbarca_bloodline_desc;[This.GetFirstNameWithNick] conquered Rome and fulfilled dream of [Root.GetHerHis] ancestors.[Root.GetSheHe] succeded what Hannibal Barca, a legendary Carthagian warrior, couldn't and claimed [Root.GetHerHis] place as one of the best warriors in history.;;;;;;;;;;;;;x
IB_author_bloodline;Writer Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_author_bloodline_desc;[This.GetFirstNameWithNick] is renowned throughout the world for many great books he wrote on various topics.He proved his skill in writing and vast knowledge and earned respect of everyone.;;;;;;;;;;;;;x
IB_merchant_bloodline;Golden Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_merchant_bloodline_desc;[This.GetFirstNameWithNick] is a legend among all merchant.[This.GetSheHe] managed to increase the number of [This.GetHerHis] family's trade posts greatly and reached their influence to all over the world.;;;;;;;;;;;;;x
IB_saxony_bloodline;Saxon Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_saxony_bloodline_desc;[Root.GetTitledFirstName] defeated armies of Carolingians and formed an empire for Norse.[Root.GetHerHis] success surely changed history.Rise of Carolingians is stopped before it gets too big and it is time for rise of Norse.;;;;;;;;;;;;;x
IB_black_widow_bloodline;Black Widow[This.GetFirstNameWithNick];;;;;;;;;;;;;x 
IB_black_widow_bloodline_desc;Spouses of [This.GetFirstNameWithNick] tend to have a much shorter life expectancy than expected.Although there isn't evidence linking [This.GetFirstNameWithNick] directly to her husbands deaths rumours seem to indicate this.;;;;;;;;;;;;;x 
IB_longevity_bloodline;Centenarian Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_longevity_bloodline_desc;[This.GetFirstNameWithNick] surprised the whole world with [Root.GetHerHis] longevity.People all over the world are curious about how [Root.GetSheHe] managed to live so long.;;;;;;;;;;;;x
IB_kaiserirum_bloodline;Fatih Sultan [Root.GetFirstName];;;;;;;;;;;;;x
IB_kaiserirum_bloodline_desc;[Root.GetTitledFirstName] conquered Constantinople, Queen of cities.This conquest will surely change history and might even signal start of a new era.;;;;;;;;;;;;;x
IB_cronus_child_bloodline;Titan Blood of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
IB_cronus_child_bloodline_desc;[This.GetFirstNameWithNick]  consumed flesh of 5 of [Root.GetHerHis] children and claims to be a Titan like Cronus.;;;;;;;;;;;;;x
IB_melekh_mashiach_bloodline;Melekh Mashiach [This.GetFirstName];;;;;;;;;;;;;x
IB_melekh_mashiach_bloodline_desc;[This.GetFirstNameWithNick] restored the kingdom of Israel, rebuilt the Temple of Jerusalem and reestablished the High Priesthood of Judaism and established Jewish law as the law of the land. Many people believe he is the prophesied Massiah.;;;;;;;;;;;;;x
bloodline_effect_godslayer;Characters are more likely to become §KLunatic§!;;;;;;;;;;;;;x
EVTDESCIB.60;After a long and hard war agaisnt China we are victorious. From now on prestigious [This.GetOnlyDynastyName] dynasty will rule China.;;;;;;;;;;;;;x
EVTOPT_a_IB.60;Now and Forever!;;;;;;;;;;;;;x
EVTDESCIB.70;Tales of [Root.GetTitledFirstName]'s tyranny are told from Ireland to Cathay. [Root.GetTitledFirstName] is the worst ruler anyone ever heard.;;;;;;;;;;;;;x
EVTOPT_a_IB.70;But they have heard of me.;;;;;;;;;;;;;x
bloodline_effect_hunter;Characters may befriend §Ghunting dog§;;;;;;;;;;;;;x
bloodline_effect_arthur;Characters can equip §GCaledfwlch§;;;;;;;;;;;;;x
EVTDESCIB.80;It seemed impossible but [This.GetFirstNameWithNick] finally caught the legendary beast. [Root.GetHerHis] encounter with the legendary beast and [Root.GetHerHis] skills in hunting will be forever remembered.;;;;;;;;;;;;;x
EVTOPT_a_IB.80;A nice addition to my collection;;;;;;;;;;;;;x
EVTOPT_a_IB.81;An act worthy of [This.GetFirstNameWithNick];;;;;;;;;;;;;x
EVTDESCIB.91;Giving birth to many children, [Root.GetTitledFirstName] is likely most prolific woman on earth.\nAnyone who heard of her is in shock and awe of her fertility.;;;;;;;;;;;;;x
EVTOPT_a_IB.91;Venus on earth!;;;;;;;;;;;;;x
EVTOPT_b_IB.91;Aphrodite on earth!;;;;;;;;;;;;;x
EVTDESCIB.92;By seducing many woman and fathering great number of children [Root.GetTitledFirstName] showed the world how much of a casanova he is.;;;;;;;;;;;;;x
EVTOPT_a_IB.92;My seed will spread across whole world;;;;;;;;;;;;;x
EVTDESCIB.110;Although no one else but most trusting of people believes it, [Root.GetTitledFirstName] will make sure that story what [Root.GetSheHe] experienced is passed down to [Root.GetHerHis] descendants and they will be ready for the Great Old Ones return.;;;;;;;;;;;;;x
EVTOPT_a_IB.110;I stopped the Great Old One but he will rise again;;;;;;;;;;;;;x
trusting_opinion_EXPLANATION; (effect on Trusting);;;;;;;;;;;;;x
trusting_opinion;Trusting Opinion;;;;;;;;;;;x
cynical_opinion_EXPLANATION; (effect on Cynical);;;;;;;;;;;;;x
cynical_opinion;Cynical Opinion;;;;;;;;;;;x
cannibal_trait_opinion_EXPLANATION; (effect on Cannibal);;;;;;;;;;;;;x
cannibal_trait_opinion;Cannibal Opinion;;;;;;;;;;;x
drunkard_opinion_EXPLANATION; (effect on Drunkard);;;;;;;;;;;;;x
drunkard_opinion;Drunkard Opinion;;;;;;;;;;;x
han_opinion;[han.GetName] Opinion;Opinion [han.GetName];[han.GetName]e Meinung;;Parecer [han.GetName];;;;;;;;;x
saka_opinion;[saka.GetName] Opinion;Opinion [saka.GetName];[saka.GetName]e Meinung;;Parecer [saka.GetName];;;;;;;;;x
same_rel_same_culture;Character has the same culture and religion as founder;;;;;;;;;;;x
IB_excalibur;Caledfwlch;;;;;;;;;;;x
EVTDESCIB.122;Actions and achievements of [Root.GetTitledFirstName] strongly resembles those of legendary King Arthur.\nMany bards have already started singing about those similarities between [Root.GetTitledFirstName] and King Arthur and more and more people start thinking [Root.GetTitledFirstName] must be a descendant of King Arthur every day.;;;;;;;;;;;x
EVTOPT_a_IB.122;They are right!;;;;;;;;;;;x
EVTDESCIB.123;Your Spymaster [Root.job_spymaster.GetTitledFirstName] tells you that [Root.job_spymaster.GetSheHe] discovered a sword in stone like the one mentioned in the legend.;;;;;;;;;;;x
EVTOPT_a_IB.123;Show me the way!;;;;;;;;;;;x
EVTDESCIB.124;When you reach the forest your spymaster leads you, you see the sword in stone. Even while embedded in stone, beauty of this sword is enchanting.\nYou feel a strange power urging you to reach out to sword.\nAs you grab the hilt of the sword you feel a strong rush of power.;;;;;;;;;;;x
EVTOPT_a_IB.124;Whoso pulleth out this sword of this stone and anvil, is rightwise king born.;;;;;;;;;;;x
EVTDESCIB.130;[Root.GetTitledFirstName] hosted the greatest blot ever heard.\n [Root.GetSheHe] sacrificed religious heads of 3 abrahamic religions for old gods and proved the world who the real gods are.;;;;;;;;;;;x
EVTOPT_a_IB.130;Praise [Root.Religion.GetHighGodName]!.;;;;;;;;;;;x
EVTDESCIB.131;During his lifetime [Root.GetTitledFirstName] sacrificed religious heads of 3 abrahamic religions for old gods and proved the world who the real gods are.;;;;;;;;;;;x
EVTDESCIB.142;Today is born the seventh one\nBorn of woman, the seventh son\nAnd he in turn of a seventh son\nHe has the power to heal\nHe has the gift of the second sight\nHe is the chosen one\nSo it shall be written\nSo it shall be done.;;;;;;;;;;;x
EVTOPT_a_IB.142;I hope he doesn't have the curse of genius.;;;;;;;;;;;x
bloodline_effect_sevenly_ib;Characters are more likely to be §GGenius/Strong/Attractive§;;;;;;;;;;;x
genius_opinion_EXPLANATION; (effect on Genius);;;;;;;;;;;;;x
genius_opinion;Genius Opinion;;;;;;;;;;;x
strong_opinion_EXPLANATION; (effect on Strong);;;;;;;;;;;;;x
strong_opinion;Strong Opinion;;;;;;;;;;;x
EVTDESCIB.151;[Root.GetTitledFirstName] was taught that eating human meat is wrong and horrible. But one time [Root.GetSheHe] tried it... and [Root.GetSheHe] liked it.\nNow even food made by best chefs doesn't satisfy [Root.GetSheHe].;;;;;;;;;;;x
EVTOPT_a_IB.151;I never feel guilty eating anything.;;;;;;;;;;;x
bloodline_effect_hannibal_ib;Cannibalizing has a chance of healing this character.;;;;;;;;;;;x
forge_charismatic_bloodline;Forge Charismatic  Bloodline;;;;;;;;;;;x
forge_charismatic_bloodline_desc;[Root.GetTitledFirstName] is loved where ever [Root.GetSheHe] goes, making friends at every stop.There is no one who has any emnity with [Root.GetHerHim].\n[Root.GetHerHis] reputation spread even to commoners who are glad to be ruled by such a charismatic ruler.;;;;;;;;;;;x
forge_charismatic_bloodline_desc_extra;All count or above tier rulers in your realm should have 0 or above opinion of you.;;;;;;;;;;;;;x
EVTDESCIB.160;[Root.GetTitledFirstName]'s wealth is enough to make anyone jealous.It is said where ever [Root.GetTitledFirstName] goes, gold follows.;;;;;;;;;;;;;x
EVTOPT_a_IB.160;I need more!;;;;;;;;;;;;;x
EVTOPT_a_IB.30;I am the GOD.;;;;;;;;;;;;;x
EVTDESCIB.170;[Root.GetTitledFirstName] repelled the armies of crusaders succesfully and sent them back where they came from.All [Root.Religion.GetName] believers will celebrate this day.[Root.GetTitledFirstName] will forever be remembered.;;;;;;;;;;;;;x
EVTOPT_a_IB.170;Praise [Root.Religion.GetHighGodName]!;;;;;;;;;;;;;x
EVTDESCIB.180;When death came knocking on [Root.GetHerHis] door instead of giving up [Root.GetTitledFirstName] challanged death itself to a game of chess.Using every knowledge of strategy and all the tricks in [Root.GetHerHis] arsenal [Root.GetTitledFirstName] managed to defeat Death and postpone [Root.GetHerHis] death.;;;;;;;;;;;;;x
EVTOPT_a_IB.180;Death is my drinking buddy.;;;;;;;;;;;;;x
EVTOPT_b_IB.180;Any sacrifice is acceptable to survive.;;;;;;;;;;;;;x
EVTOPT_c_IB.180;I am a Grand Master.;;;;;;;;;;;;;x
