#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_SSI_3001;Send my most sincere gratitude to the [From.Offmap.Ruler.GetTitle].;;;;;;;;;;;;;;x
EVTOPTB_SSI_3001;I will put them to use immediately!;;;;;;;;;;;;;;x
EVTDESC_SSI_3011;[Root.GetGovernorLetterGreeting]. [Root.GetMexikhanLetterBlessing].\n\nThe enlightened [From.Offmap.Ruler.GetMediumMexikhanHuetlatoaniName], has graciously received your relief expedition and put their supplies to good use. The generosity of the [Root.GetOnlyDynastyName] dynasty will not be forgotten.;;;;;;;;;;;;;;x
EVTOPTA_SSI_3011;Anything to please the [From.Offmap.Ruler.GetTitle].;;;;;;;;;;;;;;x
EVTDESC_SSI_3021;[Root.GetGovernorLetterGreeting]. [Root.GetMexikhanLetterBlessing].\n\nThe enlightened [From.Offmap.Ruler.GetMediumMexikhanHuetlatoaniName], agrees with your wise judgement that [mexikhan_invasion_target.GetFullName] threatens to destabilize the world. The forces of the [From.Offmap.GetFullName] are already marching out of Mexikha.;;;;;;;;;;;;;;x
EVTOPTA_SSI_3021;We shall humbly assist the Huetlatoani in this endeavor!;;;;;;;;;;;;;;x
EVTOPTC_SSI_3022;Just as planned...;;;;;;;;;;;;;;x
EVTDESC_SSI_3031;[Root.GetGovernorLetterGreeting]. [Root.GetMexikhanLetterBlessing].\n\nThe enlightened [From.Offmap.Ruler.GetMediumMexikhanHuetlatoaniName], has graciously fulfilled your wish. A wondrous artifact of expert [From.Offmap.Ruler.Culture.GetName] craftsmanship will be bestowed upon you for safekeeping.;;;;;;;;;;;;;;x
EVTOPTA_SSI_3031;Truly a magnificent item!;;;;;;;;;;;;;;x
EVTDESC_SSI_3041;[Root.GetGovernorLetterGreeting]. [Root.GetMexikhanLetterBlessing].\n\nThe enlightened [From.Offmap.Ruler.GetMediumMexikhanHuetlatoaniName], has graciously accepted your offer of supplying [From.Offmap.Ruler.GetHerHis] army with magnificent steeds.;;;;;;;;;;;;;;x
EVTOPTA_SSI_3041;May they trample your enemies!;;;;;;;;;;;;;;x
EVTDESC_SSI_3051;The [From.GetTitle] of the [From.Offmap.Ruler.GetMexikhanComplimentAdjective] [From.Offmap.Ruler.GetTitle] addresses a letter to the marauding [Root.GetTitle] of the [Root.PrimaryTitle.GetFullName]. May your realm crumble under your incompetent rule.\n\nDo be warned that angering the enlightened [From.Offmap.Ruler.GetMediumMexikhanHuetlatoaniName] is most unwise, do not act suprised when our forces come to put an end to your misguided raids.;;;;;;;;;;;;;;x
EVTOPTA_SSI_3051;I am not afraid of empty threats!;;;;;;;;;;;;;;x
EVTDESC_SSI_4001;The raiders we sent to the [offmap_mexikha.GetFullName] have returned home, and we will not be able to send any further raids into Mexikha.;;;;;;;;;;;;;;x
EVTOPTA_SSI_4001;We shall raid again another day...;;;;;;;;;;;;;;x
EVTDESC_SSI_4030;Despite your best attempts at making them breed, your Pandas have died without producing any offspring. Truly a sorrowful day...;;;;;;;;;;;;;;x
EVTOPTA_SSI_4030;Oh well.;;;;;;;;;;;;;;x
EVTOPTB_SSI_4030;Not my cuddly friends! How could you leave me?;;;;;;;;;;;;;;x
EVTDESC_SSI_4100;The Radhanite merchants have cordially asked you to pay back the money you owe to them. They inform you that there is no hurry, but you can clearly tell that they are disappointed by the fact that you have yet to pay them back. It also seems that, for whatever reason, the amount of Radhanite trade going through your realm has reduced significantly...;;;;;;;;;;;;;;x
EVTOPTA_SSI_4100;I should have payed them back earlier...;;;;;;;;;;;;;;x
EVTDESC_SSI_7000;Your messengers tell of a traveler who recently arrived in [tavern_location.GetName]. The traveler, a [traveling_teacher.Culture.GetName] Scholar by the name of [traveling_teacher.GetFullName], is apparently requesting an audience. [traveling_teacher.GetSheHeCap] claims to be a renowned teacher, willing to impart [traveling_teacher.GetHerHis] knowledge to one of your children!;;;;;;;;;;;;;;x
EVTOPTA_SSI_7000;Intriguing, bring [traveling_teacher.GetHerHim] to court!;;;;;;;;;;;;;;x
EVTOPTB_SSI_7000;I do not have time for this.;;;;;;;;;;;;;;x
EVTOPTC_SSI_7000;Bring [traveling_teacher.GetHerHim] over for a secluded dinner...;;;;;;;;;;;;;;x
EVTDESC_SSI_7001;The traveling teacher bows before you and says: 'I humbly greet the [Root.GetMexikhanComplimentAdjective] [Root.GetFirstName] of the [Root.PrimaryTitle.GetFullName]! My name is [traveling_teacher.GetFullName], and I come with an offer. For a modest sum I would be willing to impart one of my many skills to your [child_to_be_taught.GetDaughterSon] [child_to_be_taught.GetFirstName], for I am a scholar of both Nahuatl classics and surgery!';;;;;;;;;;;;;;x
EVTOPTA_SSI_7001;Hm, can you teach [child_to_be_taught.GetHerHim] how to read faster?;;;;;;;;;;;;;;x
EVTOPTB_SSI_7001;I want you to teach [child_to_be_taught.GetHerHim] the Nahuatl classics!;;;;;;;;;;;;;;x
EVTOPTC_SSI_7001;The basics of surgery and poetry sound useful.;;;;;;;;;;;;;;x
EVTOPTD_SSI_7001;My [child_to_be_taught.GetDaughterSon] is dull and apathetic, could you inspire [child_to_be_taught.GetHerHis] curiosity?;;;;;;;;;;;;;;x
EVTOPTE_SSI_7001;What you are asking is outrageous, begone!;;;;;;;;;;;;;;x
EVTDESC_SSI_10011;My [adventurous_spirit.GetRootRelation] [adventurous_spirit.GetFirstName] has offered to travel to the [the_protector_general.Offmap.GetFullName], on a mission to bring glory to the [Root.PrimaryTitle.GetFullName]. 'Please, my [Root.GetLordLady]', [adventurous_spirit.GetSheHe] says. 'Let a humble servant strengthen your relations with the [the_protector_general.Offmap.Ruler.GetShortMexikhanHuetlatoaniName]!';;;;;;;;;;;;;;x
EVTOPTA_SSI_10011;What a brilliant idea! Go, with my blessing.;;;;;;;;;;;;;;x
EVTOPTB_SSI_10011;I think [back_up_target_1.GetTitledFirstName] is better suited for the journey.;;;;;;;;;;;;;;x
EVTOPTC_SSI_10011;I'm sorry, but [back_up_target_2.GetTitledFirstName] would give a better impression of us...;;;;;;;;;;;;;;x
EVTOPTD_SSI_10011;Absolutely not! You are needed here, [adventurous_spirit.GetFirstName].;;;;;;;;;;;;;;x
EVTDESC_SSI_10013;One morning I wake up before my guards have attempted to rouse me. I hear excited chatter coming from the main hall, and as I open the [Root.GetChamberOpening] there is a bustle of servants filling the [Root.GetCapitalHolding]. '[adventurous_spirit.GetTitledFirstName] has returned from the court of the [the_protector_general.GetTitle]!' they gossip.;;;;;;;;;;;;;;x
EVTOPTA_SSI_10013;And [adventurous_spirit.GetSheHe] comes bearing gifts? Excellent!;;;;;;;;;;;;;;x
EVTDESC_SSI_10014;'The [the_protector_general.Offmap.GetFullName] is a fascinating place, my [Root.GetLordLady]' [adventurous_spirit.GetTitledFirstName] says, as I turn the foreign coins over in my hand. [adventurous_spirit.GetSheHeCap] arrived this morning, and besides the obvious souvenirs, [adventurous_spirit.GetSheHe] comes carrying many a tale from [adventurous_spirit.GetHerHis] travels - everyone in the [Root.GetCapitalHolding] wants to know everything.;;;;;;;;;;;;;;x
EVTOPTA_SSI_10014;Bear with us, [adventurous_spirit.GetFirstName], as my scribes collect all your stories...!;;;;;;;;;;;;;;x
EVTDESC_SSI_10015;[adventurous_spirit.GetTitledFirstName] returned to [Root.Capital.Capital.GetName] late last night, seemingly exhausted from the journey. Today, during the briefing, [adventurous_spirit.GetSheHe] simply appears relieved to be home again. Just as I begin to worry about the impression [adventurous_spirit.GetSheHe] must have made throughout [adventurous_spirit.GetHerHis] travels, [adventurous_spirit.GetSheHe] offers me a sealed letter of greeting from the [the_protector_general.GetTitle] [the_protector_general.GetHerselfHimself]!;;;;;;;;;;;;;;x
EVTOPTA_SSI_10015;Not a complete failure then!;;;;;;;;;;;;;;x
EVTDESC_SSI_10016;[adventurous_spirit.GetTitledName] has returned from [adventurous_spirit.GetHerHis] travels. When my council inquire about [adventurous_spirit.GetHerHis] impressions of the [the_protector_general.Offmap.GetFullName] [adventurous_spirit.GetSheHe] lets out an exasperated sigh. Then [adventurous_spirit.GetSheHe] unleashes a tirade about [adventurous_spirit.GetNegativeMexikhanConvoTopic].;;;;;;;;;;;;;;x
EVTOPTA_SSI_10016;This is not what I had hoped for...;;;;;;;;;;;;;;x
EVTDESC_SSI_10017;[adventurous_spirit.GetTitledName] has finally returned from the [the_protector_general.Offmap.GetFullName]! However, when asked about [adventurous_spirit.GetHerHis] adventures, [adventurous_spirit.GetSheHe] just mutters, mostly about [adventurous_spirit.GetNegativeMexikhanConvoTopic].;;;;;;;;;;;;;;x
EVTOPTA_SSI_10017;I should have sent someone else in [adventurous_spirit.GetFirstName]'s stead.;;;;;;;;;;;;;;x
EVTDESC_SSI_10018;On the eve of [adventurous_spirit.GetHerHis] return from the [the_protector_general.Offmap.GetFullName], [adventurous_spirit.GetFirstName] and I discuss at length [adventurous_spirit.GetMexikhanConvoTopic].\n'I'd also like to introduce you to someone', [adventurous_spirit.GetSheHe] says, smiling.;;;;;;;;;;;;;;x
EVTOPTA_SSI_10018;Oh, how lovely! Welcome to the [Root.PrimaryTitle.GetFullName]!;;;;;;;;;;;;;;x
EVTOPTB_SSI_10018;You invited a stranger to our [Root.GetCapitalHolding]?;;;;;;;;;;;;;;x
EVTDESC_SSI_10019;There is something different about [adventurous_spirit.GetTitledFirstName] - as we discuss [adventurous_spirit.GetHerHis] travels to the [the_protector_general.Offmap.GetFullName] [adventurous_spirit.GetSheHe] speaks passionately about [adventurous_spirit.GetMexikhanConvoTopic]. 'Oh, my [Root.GetLordLady]. You must let me go back', [adventurous_spirit.GetSheHe] pleads.;;;;;;;;;;;;;;x
EVTOPTA_SSI_10019;If this is what you want...;;;;;;;;;;;;;;x
EVTOPTB_SSI_10019;Out of the question, [adventurous_spirit.GetFirstName]! You belong here in [Root.Capital.Capital.GetName].;;;;;;;;;;;;;;x
EVTOPTC_SSI_10019;Oh, [adventurous_spirit.GetFirstName]. Surely, you don't mean that?;;;;;;;;;;;;;;x
EVTOPTD_SSI_10019;But... How can you ask me to send you away again, [adventurous_spirit.GetFirstName]?;;;;;;;;;;;;;;x
EVTDESC_SSI_10020;When I first did not hear anything from [adventurous_spirit.GetTitledFirstName], I simply assumed that [adventurous_spirit.GetHerHis] journey back home had been delayed. Sadly, I have now formally received word from [the_protector_general.GetTitledName] of [adventurous_spirit.GetHerHis] passing.;;;;;;;;;;;;;;x
EVTOPTA_SSI_10020;At least the Rashtrapathi offers [the_protector_general.GetHerHis] condolences.;;;;;;;;;;;;;;x
EVTOPTA_SSI_10023;I shall have my scribes compose a letter to the [offmap_mexikha.Governor.GetTitle].;;;;;;;;;;;;;;x
EVTOPTB_SSI_10023;The [offmap_mexikha.Governor.GetTitle] will find out eventually.;;;;;;;;;;;;;;x
EVTOPTA_SSI_10032;You may stay. The [offmap_mexikha.GetFullName] is no place for anyone right now.;;;;;;;;;;;;;;x
EVTOPTB_SSI_10032;This is not a criminal, you buffoons. [mexikhan_refugee.GetSheHeCap]'s a refugee!;;;;;;;;;;;;;;x
EVTOPTC_SSI_10032;I can make use of a veteran like you.;;;;;;;;;;;;;;x
EVTOPTD_SSI_10032;Why wasn't I told sooner? We need a physician here in [Root.Capital.Capital.GetName]!;;;;;;;;;;;;;;x
EVTDESC_SSI_10050;The enlightened [From.Offmap.Ruler.GetMediumMexikhanHuetlatoaniName], has graciously accepted your gift. [person_sent_as_tribute.GetImpressionOfTribute]. \n\nThe generosity of the [Root.GetOnlyDynastyName] dynasty will not be forgotten.;;;;;;;;;;;;;;x
EVTOPTA_SSI_10060;I will be tackling the complexity of war... Or something along those lines.;;;;;;;;;;;;;;x
EVTOPTB_SSI_10060;It should be about the intricacies of relationships.;;;;;;;;;;;;;;x
EVTOPTC_SSI_10060;I will write about managing a realm....;;;;;;;;;;;;;;x
EVTOPTD_SSI_10060;Something in honor of [Root.Religion.GetHighGodName], or... Something educational?;;;;;;;;;;;;;;x
EVTOPTG_SSI_10060;I just want to move my readers.;;;;;;;;;;;;;;x
EVTOPTH_SSI_10060;I shall chronicle my family history, of course.;;;;;;;;;;;;;;x
EVTTITLE_SSI_10060;To Compose a Book;;;;;;;;;;;;;;x
EVTOPTA_SSI_10061;Funding is not an issue.;;;;;;;;;;;;;;x
EVTOPTB_SSI_10061;Perhaps I can help?;;;;;;;;;;;;;;x
EVTOPTC_SSI_10061;I think you will manage just fine with the resources still at hand.;;;;;;;;;;;;;;x
EVTTITLE_SSI_10061;Composing a Book;;;;;;;;;;;;;;x
EVTDESC_SSI_10062;My scribes have provided me with the latest draft of my book. Upon reading it, I am not convinced it is moving in the right direction. I could perhaps ask [friendly_advice_target.GetTitledName] for advice on the matter - if nothing else, [friendly_advice_target.GetSheHe] is likely to feel flattered by it.;;;;;;;;;;;;;;x
EVTOPTA_SSI_10062;I will seek [friendly_advice_target.GetHerHis] opinion.;;;;;;;;;;;;;;x
EVTOPTB_SSI_10062;I'd rather not get anyone else involved in this highly personal work...!;;;;;;;;;;;;;;x
EVTTITLE_SSI_10062;Composing a Book;;;;;;;;;;;;;;x
EVTDESC_SSI_10063;Having invested myself in this literary endeavor, I have been feeling drained lately. When my scribes ask me what the next section of the book should be about, I throw my hands out in the air. How should I know? You cannot rush these things - I need inspiration!;;;;;;;;;;;;;;x
EVTOPTA_SSI_10063;Perhaps I'll indulge in some late night festivities with my soldiers!;;;;;;;;;;;;;;x
EVTOPTB_SSI_10063;I could probably ask [my_doctor.GetFirstName] for some kind of... draught.;;;;;;;;;;;;;;x
EVTOPTC_SSI_10063;I clearly just need a break...;;;;;;;;;;;;;;x
EVTTITLE_SSI_10063;Composing a Book;;;;;;;;;;;;;;x
EVTOPTA_SSI_10064;I could do this all night. Maybe I should...!;;;;;;;;;;;;;;x
EVTOPTB_SSI_10064;I probably need to sleep on this.;;;;;;;;;;;;;;x
EVTTITLE_SSI_10064;Composing a Book;;;;;;;;;;;;;;x
EVTTITLE_SSI_10070;The Book Composed;;;;;;;;;;;;;;x
EVTDESC_SSI_10081;[Root.GetMourningBehavior]. Yet life goes on, and a letter from [the_protector_general.GetTitledFirstName] was received today. It expresses the condolences of the [offmap_mexikha.Ruler.GetTlatoaniCihuatlatoaniCap], assuring that the [offmap_mexikha.GetFullName] mourns with us.;;;;;;;;;;;;;;x
EVTOPTA_SSI_10081;'The world is worse off without your [FromFrom.GetRootRelation] in it'.;;;;;;;;;;;;;;x
EVTDESC_SSI_10082;A servant informs me that we have a visitor. Cursing the early hour, I roll out of bed and make my way to the main hall. The envoy bows deeply, stating that the [offmap_mexikha.Ruler.GetMexikhanComplimentAdjective] [offmap_mexikha.Ruler.GetTitle] wishes to express [offmap_mexikha.Ruler.GetHerHis] condolences, by gifting me something that used to belong to my [FromFrom.GetRootRelation], [FromFrom.GetTitledName].;;;;;;;;;;;;;;x
EVTOPTA_SSI_10082;I humbly accept the gift from the [offmap_mexikha.Ruler.GetTitle].;;;;;;;;;;;;;;x
EVTOPTB_SSI_10082;Please, take it away - it would only serve as a reminder of [FromFrom.GetHerHis] death.;;;;;;;;;;;;;;x
EVTDESC_SSI_10083;My servants have finished cleaning out my [FromFrom.GetRootRelation]'s chambers and I have come to take a final look. [Root.GetMourningBehavior]. 'My [Root.GetLordLady], we found this', one of the servants says, interrupting my thoughts and handing me a small book.;;;;;;;;;;;;;;x
EVTOPTA_SSI_10083;Wait - this must have belonged to [FromFrom.GetHerHim]...!;;;;;;;;;;;;;;x
EVTOPTB_SSI_10083;Do you take me for a sentimental fool?;;;;;;;;;;;;;;x
EVTDESC_SSI_10101;[From.GetTitledName];;;;;;;;;;;;;;x
EVTTITLE_SSI_10104;The Fury of Mexikha;;;;;;;;;;;;;;x
EVTOPTA_SSI_10105;So be it.;;;;;;;;;;;;;;x
EVTOPTA_SSI_10106;The [offmap_mexikha.GetFullName] will remember our name...!;;;;;;;;;;;;;;x
EVTOPTB_SSI_10106;And so the Jaguar recoils...;;;;;;;;;;;;;;x
EVTOPTA_SSI_10107;May [Root.Religion.GetHighGodName] watch over us.;;;;;;;;;;;;;;x
EVTOPTB_SSI_10107;The Jaguar is not to be toyed with...;;;;;;;;;;;;;;x
EVTOPTA_SSI_10108;How unsettling...!;;;;;;;;;;;;;;x
EVTOPTA_SSI_10130;We would be humbled to serve the great [From.Offmap.GetFullName].;;;;;;;;;;;;;;x
EVTOPTB_SSI_10130;[Root.PrimaryTitle.GetFullName] will not kneel without a fight!;;;;;;;;;;;;;;x
EVTOPTA_SSI_10131;We survived the wrath of the Jaguar...;;;;;;;;;;;;;;x
EVTOPTB_SSI_10131;Not all who face off against the Jaguar live to tell the tale.;;;;;;;;;;;;;;x
EVTDESC_SSI_15002;'Halt!', comes a stern voice as we are approaching a bridge.\n'I am [other_ruler.GetTitledName]. We are currently guarding the road to the [offmap_mexikha.GetFullName]... You, my fine [Root.GetLordLady], need to pay the bridge fee.' The smirk on the [other_ruler.GetManWoman]'s face makes me hesitate.;;;;;;;;;;;;;;x
EVTOPTA_SSI_15002;When in... wherever we are.;;;;;;;;;;;;;;x
EVTOPTB_SSI_15002;I won't give in to idle threats. Guards, my sword - now!;;;;;;;;;;;;;;x
EVTOPTC_SSI_15002;We will have none of that.;;;;;;;;;;;;;;x
EVTDESC_SSI_15003;'Aaah, fellow travelers!' a military [other_ruler.GetManWoman] exclaims, emerging alongside a group of soldiers from the trees surrounding our camp. 'I am [other_ruler.GetTitledFirstName]. We are here to escort my [Root.GetLordLady] to [Root.GetRandomMexikhanRegion].' [other_ruler.GetSheHeCap] gestures for [Root.GetHerHis] troops to join my entourage for the evening.;;;;;;;;;;;;;;x
EVTOPTA_SSI_15003;Oh, [other_ruler.GetTitledFirstName]! There's... been a change of plans.;;;;;;;;;;;;;;x
EVTOPTB_SSI_15003;I think you have me confused with someone...;;;;;;;;;;;;;;x
EVTDESC_SSI_15004;A group of soldiers have blocked the route for our caravan. 'Please, we have not eaten in months', a tall [other_ruler.GetManWoman] pleads, before taking another step forwards: 'I am [other_ruler.GetTitledName]. You will let us dine with your people tonight...!' The threat sounds empty, as the leader struggles to remain upright.;;;;;;;;;;;;;;x
EVTOPTA_SSI_15004;No need for posturing, [other_ruler.GetTitle]. We have enough food for everyone.;;;;;;;;;;;;;;x
EVTOPTB_SSI_15004;The [offmap_mexikha.GetFullName] clearly does nothing for you... You should work for me!;;;;;;;;;;;;;;x
EVTOPTC_SSI_15004;We cannot afford to take pity on strangers...!;;;;;;;;;;;;;;x
EVTDESC_SSI_15010;As the days drag on, I find myself thinking back to [Root.Capital.Capital.GetName], wondering what is happening in the [Root.GetCapitalHolding]. And how is [person_missed.GetTitledFirstName] faring, without me there? When can I return home to [person_missed.GetHerHim], when my journey to Mexikha never seems to end?;;;;;;;;;;;;;;x
EVTOPTA_SSI_15010;Halt! I need to send a letter to my dear [person_missed.GetFirstName].;;;;;;;;;;;;;;x
EVTOPTB_SSI_15010;Halt! I need to compose some thoughts to my friend...;;;;;;;;;;;;;;x
EVTOPTC_SSI_15010;Guards! I need to send a letter to my [person_missed.GetHusbandWife].;;;;;;;;;;;;;;x
EVTOPTD_SSI_15010;Guards! I need to send a letter to my [person_missed.GetFatherMother].;;;;;;;;;;;;;;x
EVTOPTE_SSI_15010;Halt! My [person_missed.GetSonDaughter] needs a letter from me.;;;;;;;;;;;;;;x
EVTOPTF_SSI_15010;No, my retinue needs their [Root.GetTitle] riding, alongside them.;;;;;;;;;;;;;;x
EVTDESC_SSI_15015;Having reached the glorious capital of the [offmap_mexikha.GetFullName], it only takes a few days before a group of ministers approach me, offering to read and discuss chapters from the 'Writings of Kautilya'. They think I, as a [Root.Religion.GetName], will be particularly interested by the section on 'victorious inner-restraint'.;;;;;;;;;;;;;;x
EVTOPTA_SSI_15015;Of course! I would love to hear more about your political philosophy.;;;;;;;;;;;;;;x
EVTOPTB_SSI_15015;Actually, I'm already well familiar with 'the Arthashastra', my lords.;;;;;;;;;;;;;;x
EVTOPTC_SSI_15015;Nonsense! I want to look around the palace - perhaps a tour?;;;;;;;;;;;;;;x
EVTDESC_SSI_15016;My guards and I have been making our way through a bustling market this morning. There is ample supply of every meat and game, and trinkets and baubles abound...! Here and there we encounter soldiers, along with dignitaries from other foreign courts. There is clearly no shortage of business for these traders.;;;;;;;;;;;;;;x
EVTOPTA_SSI_15016;Mmmh, what is that smell...?;;;;;;;;;;;;;;x
EVTOPTB_SSI_15016;I am here to trade! You there, let's talk business.;;;;;;;;;;;;;;x
EVTOPTC_SSI_15016;Guards... You keep that trader occupied...;;;;;;;;;;;;;;x
EVTOPTD_SSI_15016;I think I've had enough for one day.;;;;;;;;;;;;;;x
EVTDESC_SSI_15017;Our caravan has been approached by a smooth-faced [mexikhan_trader.Culture.GetName] [mexikhan_trader.GetManWoman], claiming to be a renowned trader. After finally getting my attention [mexikhan_trader.GetSheHe] beckons me over to [mexikhan_trader.GetHerHis] own horse, where something is strapped to its saddle. 'Name's [mexikhan_trader.GetBestName], my good [Root.GetLordLady]! Might my latest acquisition interest you?';;;;;;;;;;;;;;x
EVTOPTA_SSI_15017;Ooh, that looks [mexikhan_artifact.GetArtifactDescriptor]. Let me take it off your hands!;;;;;;;;;;;;;;x
EVTOPTB_SSI_15017;You're certainly a charmer... I could use someone like you.;;;;;;;;;;;;;;x
EVTOPTC_SSI_15017;Guards. I'm suddenly in the mood for a gift...;;;;;;;;;;;;;;x
EVTOPTD_SSI_15017;Flattery gets you nowhere, peddler.;;;;;;;;;;;;;;x
EVTOPTA_SSI_20002;The servants of the [From.Liege.GetTitle] are always welcome in my realm.;;;;;;;;;;;;;;x
EVTOPTB_SSI_20002;I have no time to entertain guests at present.;;;;;;;;;;;;;;x
EVTDESC_SSI_20004;After a tour of [Root.Capital.GetName] and a fortnight at my court, [From.GetJobTitle] [From.GetDynName]'s visit has reached its end. Thanks to the meticulous preparations made by my [corresponding_councilor.GetJobTitle], [corresponding_councilor.GetTitledFirstName], everything went smoothly. The [From.GetJobTitle] has returned home with [From.GetCGMissionOutcome] for [From.GetHerHis] [From.Liege.GetMasterMistress].;;;;;;;;;;;;;;x
EVTOPTA_SSI_20004;Well done, [corresponding_councilor.GetJobTitle] [corresponding_councilor.GetFirstName].;;;;;;;;;;;;;;x
